Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,County,District,Ward,District Code,Ward Code,Country,County Code,Constituency,Introduced,Terminated,Parish,National Park,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code,Local authority,MSOA Code,Middle layer super output area,Parish Code,Census output area,Constituency Code,Index of Multiple Deprivation,Quality,User Type,Last updated,Nearest station,Distance to station,Postcode area,Postcode district,Police force,Water company,Plus Code,Average Income,Sewage Company,Travel To Work Area,ITL level 2,ITL level 3
RG14 1AP,Yes,51.401958,-1.328188,446830,167206,SU468672,"","West Berkshire","Newbury Central",E06000037,E05012141,England,E99999999,"Newbury",2003-04-01,,"Newbury","",36,24,"Newbury/Thatcham","Newbury","West Berkshire 019C","Urban city and town",South East,77,,E01016347,,E02003385,"Newbury Central & Greenham",E04001207,E00082572,E14000830,17784,1,0,2021-09-22,"Newbury",0.604599,RG,RG14,"Thames Valley","Thames Water",9C3WCM2C+QP,54600,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 1AQ,Yes,51.406591,-1.326985,446909,167722,SU469677,"","West Berkshire","Newbury Speen",E06000037,E05012144,England,E99999999,"Newbury",2008-05-01,,"Newbury","",19,11,"Newbury/Thatcham","Newbury","West Berkshire 012A","Urban city and town",South East,85,,E01016310,,E02003378,"Newbury North West",E04001207,E00172697,E14000830,20592,1,0,2021-09-22,"Newbury",1.03384,RG,RG14,"Thames Valley","Thames Water",9C3WCM4F+J6,49100,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 1AR,Yes,51.407287,-1.330626,446655,167797,SU466677,"","West Berkshire","Newbury Speen",E06000037,E05012144,England,E99999999,"Newbury",2008-12-01,,"Newbury","",37,33,"Newbury/Thatcham","Newbury","West Berkshire 012A","Urban city and town",South East,89,,E01016310,,E02003378,"Newbury North West",E04001207,E00172697,E14000830,20592,1,0,2021-09-22,"Newbury",1.19854,RG,RG14,"Thames Valley","Thames Water",9C3WCM49+WP,49100,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 1AS,Yes,51.405403,-1.325248,447031,167591,SU470675,"","West Berkshire","Newbury Central",E06000037,E05012141,England,E99999999,"Newbury",1995-07-01,,"Newbury","",3,3,"Newbury/Thatcham","Newbury","West Berkshire 019B","Urban city and town",South East,81,,E01016346,,E02003385,"Newbury Central & Greenham",E04001207,E00082569,E14000830,14559,1,0,2021-09-22,"Newbury",0.87727,RG,RG14,"Thames Valley","Thames Water",9C3WCM4F+5W,54600,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 1AT,Yes,51.409311,-1.343508,445757,168014,SU457680,"","West Berkshire","Newbury Speen",E06000037,E05012144,England,E99999999,"Newbury",2009-12-01,,"Speen","",2,1,"Newbury/Thatcham","Newbury","West Berkshire 012C","Urban city and town",South East,100,,E01016323,,E02003378,"Newbury North West",E04001188,E00082464,E14000830,27310,1,0,2021-09-22,"Newbury",1.93067,RG,RG14,"Thames Valley","Thames Water",9C3WCM54+PH,49100,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 1AU,Yes,51.405849,-1.324691,447069,167641,SU470676,"","West Berkshire","Newbury Speen",E06000037,E05012144,England,E99999999,"Newbury",1995-07-01,,"Newbury","",9,2,"Newbury/Thatcham","Newbury","West Berkshire 012A","Urban city and town",South East,81,,E01016310,,E02003378,"Newbury North West",E04001207,E00082397,E14000830,20592,1,0,2021-09-22,"Newbury",0.919872,RG,RG14,"Thames Valley","Thames Water",9C3WCM4G+84,49100,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 1AW,Yes,51.404403,-1.324971,447051,167480,SU470674,"","West Berkshire","Newbury Central",E06000037,E05012141,England,E99999999,"Newbury",2017-01-01,,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 019C","Urban city and town",South East,79,,E01016347,,E02003385,"Newbury Central & Greenham",E04001207,E00082570,E14000830,17784,1,0,2021-09-22,"Newbury",0.764525,RG,RG14,"Thames Valley","Thames Water",9C3WCM3G+Q2,54600,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 1AX,Yes,51.406047,-1.324649,447072,167663,SU470676,"","West Berkshire","Newbury Speen",E06000037,E05012144,England,E99999999,"Newbury",2010-02-01,,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 012A","Urban city and town",South East,81,,E01016310,,E02003378,"Newbury North West",E04001207,E00082397,E14000830,20592,1,0,2021-09-22,"Newbury",0.941281,RG,RG14,"Thames Valley","Thames Water",9C3WCM4G+C4,49100,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 1AY,Yes,51.403953,-1.323382,447162,167431,SU471674,"","West Berkshire","Newbury Central",E06000037,E05012141,England,E99999999,"Newbury",2011-08-01,,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 019C","Urban city and town",South East,77,,E01016347,,E02003385,"Newbury Central & Greenham",E04001207,E00082570,E14000830,17784,1,0,2021-09-22,"Newbury",0.701331,RG,RG14,"Thames Valley","Thames Water",9C3WCM3G+HJ,54600,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 1AZ,Yes,51.405495,-1.325491,447014,167601,SU470676,"","West Berkshire","Newbury Central",E06000037,E05012141,England,E99999999,"Newbury",1995-07-01,,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 019B","Urban city and town",South East,81,,E01016346,,E02003385,"Newbury Central & Greenham",E04001207,E00082569,E14000830,14559,1,0,2021-09-22,"Newbury",0.890606,RG,RG14,"Thames Valley","Thames Water",9C3WCM4F+5R,54600,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 1BA,Yes,51.405335,-1.324353,447093,167584,SU470675,"","West Berkshire","Newbury Central",E06000037,E05012141,England,E99999999,"Newbury",1995-07-01,,"Newbury","",14,9,"Newbury/Thatcham","Newbury","West Berkshire 019B","Urban city and town",South East,79,,E01016346,,E02003385,"Newbury Central & Greenham",E04001207,E00082569,E14000830,14559,1,0,2021-09-22,"Newbury",0.860208,RG,RG14,"Thames Valley","Thames Water",9C3WCM4G+47,54600,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 1BB,No,51.406781,-1.320958,447328,167747,SU473677,"","West Berkshire","Newbury Speen",E06000037,E05012144,England,E99999999,"Newbury",1995-07-01,2009-04-01,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 012A","Urban city and town",South East,78,,E01016310,,E02003378,"Newbury North West",E04001207,E00082394,E14000830,20592,1,1,2021-09-22,"Newbury",1.02319,RG,RG14,"Thames Valley","Thames Water",9C3WCM4H+PJ,49100,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 1BD,Yes,51.403597,-1.327067,446906,167389,SU469673,"","West Berkshire","Newbury Central",E06000037,E05012141,England,E99999999,"Newbury",1995-07-01,,"Newbury","",62,28,"Newbury/Thatcham","Newbury","West Berkshire 012B","Urban city and town",South East,78,,E01016311,,E02003378,"Newbury North West",E04001207,E00082390,E14000830,29722,1,0,2021-09-22,"Newbury",0.722303,RG,RG14,"Thames Valley","Thames Water",9C3WCM3F+C5,49100,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 1BE,Yes,51.402597,-1.326569,446942,167278,SU469672,"","West Berkshire","Newbury Central",E06000037,E05012141,England,E99999999,"Newbury",1995-07-01,,"Newbury","",16,8,"Newbury/Thatcham","Newbury","West Berkshire 019C","Urban city and town",South East,77,,E01016347,,E02003385,"Newbury Central & Greenham",E04001207,E00082572,E14000830,17784,1,0,2021-09-22,"Newbury",0.606849,RG,RG14,"Thames Valley","Thames Water",9C3WCM3F+29,54600,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 1BF,Yes,51.403501,-1.325981,446982,167379,SU469673,"","West Berkshire","Newbury Central",E06000037,E05012141,England,E99999999,"Newbury",2014-09-01,,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 019C","Urban city and town",South East,79,,E01016347,,E02003385,"Newbury Central & Greenham",E04001207,E00082572,E14000830,17784,1,0,2021-09-22,"Newbury",0.685203,RG,RG14,"Thames Valley","Thames Water",9C3WCM3F+CJ,54600,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 1BG,No,51.404121,-1.325770,446996,167448,SU469674,"","West Berkshire","Newbury Central",E06000037,E05012141,England,E99999999,"Newbury",1997-12-01,2004-10-01,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 019C","Urban city and town",South East,80,,E01016347,,E02003385,"Newbury Central & Greenham",E04001207,E00082572,E14000830,17784,1,1,2021-09-22,"Newbury",0.746808,RG,RG14,"Thames Valley","",9C3WCM3F+JM,54600,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 1BH,No,51.403548,-1.326267,446962,167384,SU469673,"","West Berkshire","Newbury Central",E06000037,E05012141,England,E99999999,"Newbury",1995-07-01,2006-04-01,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 019C","Urban city and town",South East,79,,E01016347,,E02003385,"Newbury Central & Greenham",E04001207,E00082572,E14000830,17784,1,1,2021-09-22,"Newbury",0.696628,RG,RG14,"Thames Valley","",9C3WCM3F+CF,54600,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 1BJ,No,51.403578,-1.326756,446928,167387,SU469673,"","West Berkshire","Newbury Central",E06000037,E05012141,England,E99999999,"Newbury",1995-07-01,2005-04-01,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 019C","Urban city and town",South East,79,,E01016347,,E02003385,"Newbury Central & Greenham",E04001207,E00082572,E14000830,17784,1,1,2021-09-22,"Newbury",0.711919,RG,RG14,"Thames Valley","Thames Water",9C3WCM3F+C7,54600,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 1BL,No,51.403578,-1.326756,446928,167387,SU469673,"","West Berkshire","Newbury Central",E06000037,E05012141,England,E99999999,"Newbury",1995-07-01,2015-10-01,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 019C","Urban city and town",South East,79,,E01016347,,E02003385,"Newbury Central & Greenham",E04001207,E00082572,E14000830,17784,1,1,2021-09-22,"Newbury",0.711919,RG,RG14,"Thames Valley","",9C3WCM3F+C7,54600,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 1BN,Yes,51.402470,-1.328095,446836,167263,SU468672,"","West Berkshire","Newbury Central",E06000037,E05012141,England,E99999999,"Newbury",1995-07-01,,"Newbury","",44,27,"Newbury/Thatcham","Newbury","West Berkshire 012B","Urban city and town",South East,77,,E01016311,,E02003378,"Newbury North West",E04001207,E00082390,E14000830,29722,1,0,2021-09-22,"Newbury",0.646936,RG,RG14,"Thames Valley","Thames Water",9C3WCM2C+XQ,49100,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 1BP,Yes,51.402098,-1.327381,446886,167222,SU468672,"","West Berkshire","Newbury Central",E06000037,E05012141,England,E99999999,"Newbury",1995-07-01,,"Newbury","",6,3,"Newbury/Thatcham","Newbury","West Berkshire 019C","Urban city and town",South East,77,,E01016347,,E02003385,"Newbury Central & Greenham",E04001207,E00082572,E14000830,17784,1,0,2021-09-22,"Newbury",0.585223,RG,RG14,"Thames Valley","Thames Water",9C3WCM2F+R2,54600,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 1BQ,No,51.405860,-1.324882,447056,167642,SU470676,"","West Berkshire","Newbury Speen",E06000037,E05012144,England,E99999999,"Newbury",1995-07-01,2005-03-01,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 012A","Urban city and town",South East,81,,E01016310,,E02003378,"Newbury North West",E04001207,E00082397,E14000830,20592,1,1,2021-09-22,"Newbury",0.922999,RG,RG14,"Thames Valley","",9C3WCM4G+82,49100,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 1BS,Yes,51.401927,-1.327355,446888,167203,SU468672,"","West Berkshire","Newbury Central",E06000037,E05012141,England,E99999999,"Newbury",1995-07-01,,"Newbury","",8,5,"Newbury/Thatcham","Newbury","West Berkshire 019C","Urban city and town",South East,77,,E01016347,,E02003385,"Newbury Central & Greenham",E04001207,E00082572,E14000830,17784,1,0,2021-09-22,"Newbury",0.568276,RG,RG14,"Thames Valley","Thames Water",9C3WCM2F+Q3,54600,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 1BT,Yes,51.401875,-1.326105,446975,167198,SU469671,"","West Berkshire","Newbury Central",E06000037,E05012141,England,E99999999,"Newbury",1995-07-01,,"Newbury","",4,3,"Newbury/Thatcham","Newbury","West Berkshire 019C","Urban city and town",South East,77,,E01016347,,E02003385,"Newbury Central & Greenham",E04001207,E00082572,E14000830,17784,1,0,2021-09-22,"Newbury",0.520571,RG,RG14,"Thames Valley","Thames Water",9C3WCM2F+QH,54600,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 1BU,Yes,51.402033,-1.325581,447011,167216,SU470672,"","West Berkshire","Newbury Central",E06000037,E05012141,England,E99999999,"Newbury",1995-07-01,,"Newbury","",6,4,"Newbury/Thatcham","Newbury","West Berkshire 019C","Urban city and town",South East,78,,E01016347,,E02003385,"Newbury Central & Greenham",E04001207,E00082570,E14000830,17784,1,0,2021-09-22,"Newbury",0.522273,RG,RG14,"Thames Valley","Thames Water",9C3WCM2F+RQ,54600,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 1BW,Yes,51.402279,-1.326085,446976,167243,SU469672,"","West Berkshire","Newbury Central",E06000037,E05012141,England,E99999999,"Newbury",1999-06-01,,"Newbury","",9,6,"Newbury/Thatcham","Newbury","West Berkshire 019C","Urban city and town",South East,78,,E01016347,,E02003385,"Newbury Central & Greenham",E04001207,E00082572,E14000830,17784,1,0,2021-09-22,"Newbury",0.560839,RG,RG14,"Thames Valley","Thames Water",9C3WCM2F+WH,54600,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 1BX,Yes,51.402422,-1.326035,446979,167259,SU469672,"","West Berkshire","Newbury Central",E06000037,E05012141,England,E99999999,"Newbury",1995-07-01,,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 019C","Urban city and town",South East,78,,E01016347,,E02003385,"Newbury Central & Greenham",E04001207,E00082572,E14000830,17784,1,0,2021-09-22,"Newbury",0.574111,RG,RG14,"Thames Valley","Thames Water",9C3WCM2F+XH,54600,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 1BY,Yes,51.402662,-1.325586,447010,167286,SU470672,"","West Berkshire","Newbury Central",E06000037,E05012141,England,E99999999,"Newbury",2017-04-01,,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 019C","Urban city and town",South East,78,,E01016347,,E02003385,"Newbury Central & Greenham",E04001207,E00082572,E14000830,17784,1,0,2021-09-22,"Newbury",0.588107,RG,RG14,"Thames Valley","Thames Water",9C3WCM3F+3Q,54600,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 1BZ,Yes,51.404374,-1.325982,446981,167476,SU469674,"","West Berkshire","Newbury Central",E06000037,E05012141,England,E99999999,"Newbury",1997-06-01,,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 019C","Urban city and town",South East,81,,E01016347,,E02003385,"Newbury Central & Greenham",E04001207,E00082572,E14000830,17784,1,1,2021-09-22,"Newbury",0.777873,RG,RG14,"Thames Valley","Thames Water",9C3WCM3F+PJ,54600,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 1DA,Yes,51.402541,-1.324658,447075,167273,SU470672,"","West Berkshire","Newbury Central",E06000037,E05012141,England,E99999999,"Newbury",1995-07-01,,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 019C","Urban city and town",South East,79,,E01016347,,E02003385,"Newbury Central & Greenham",E04001207,E00082570,E14000830,17784,1,1,2021-09-22,"Newbury",0.557591,RG,RG14,"Thames Valley","Thames Water",9C3WCM3G+24,54600,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 1DB,No,51.405479,-1.324255,447100,167600,SU471676,"","West Berkshire","Newbury Central",E06000037,E05012141,England,E99999999,"Newbury",1995-07-01,1996-06-01,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 019B","Urban city and town",South East,79,,E01016346,,E02003385,"Newbury Central & Greenham",E04001207,E00082569,E14000830,14559,8,1,2021-09-22,"Newbury",0.875319,RG,RG14,"Thames Valley","",9C3WCM4G+57,54600,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 1DD,No,51.402809,-1.325948,446985,167302,SU469673,"","West Berkshire","Newbury Central",E06000037,E05012141,England,E99999999,"Newbury",1996-06-01,2010-01-01,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 019C","Urban city and town",South East,78,,E01016347,,E02003385,"Newbury Central & Greenham",E04001207,E00082572,E14000830,17784,1,0,2021-09-22,"Newbury",0.611916,RG,RG14,"Thames Valley","Thames Water",9C3WCM3F+4J,54600,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 1DE,Yes,51.403765,-1.326552,446942,167408,SU469674,"","West Berkshire","Newbury Central",E06000037,E05012141,England,E99999999,"Newbury",1995-07-01,,"Newbury","",33,19,"Newbury/Thatcham","Newbury","West Berkshire 019C","Urban city and town",South East,79,,E01016347,,E02003385,"Newbury Central & Greenham",E04001207,E00082572,E14000830,17784,1,0,2021-09-22,"Newbury",0.726085,RG,RG14,"Thames Valley","Thames Water",9C3WCM3F+G9,54600,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 1DF,Yes,51.403078,-1.322776,447205,167334,SU472673,"","West Berkshire","Newbury Central",E06000037,E05012141,England,E99999999,"Newbury",2011-08-01,,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 019C","Urban city and town",South East,77,,E01016347,,E02003385,"Newbury Central & Greenham",E04001207,E00082570,E14000830,17784,1,0,2021-09-22,"Newbury",0.6032,RG,RG14,"Thames Valley","Thames Water",9C3WCM3G+6V,54600,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 1DH,No,51.405603,-1.324038,447115,167614,SU471676,"","West Berkshire","Newbury Central",E06000037,E05012141,England,E99999999,"Newbury",1995-07-01,2006-04-01,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 019B","Urban city and town",South East,78,,E01016346,,E02003385,"Newbury Central & Greenham",E04001207,E00082569,E14000830,14559,1,1,2021-09-22,"Newbury",0.887506,RG,RG14,"Thames Valley","Thames Water",9C3WCM4G+69,54600,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 1DJ,Yes,51.402933,-1.324216,447105,167317,SU471673,"","West Berkshire","Newbury Central",E06000037,E05012141,England,E99999999,"Newbury",1995-07-01,,"Newbury","",4,2,"Newbury/Thatcham","Newbury","West Berkshire 019C","Urban city and town",South East,79,,E01016347,,E02003385,"Newbury Central & Greenham",E04001207,E00082570,E14000830,17784,1,0,2021-09-22,"Newbury",0.594524,RG,RG14,"Thames Valley","Thames Water",9C3WCM3G+58,54600,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 1DL,Yes,51.404543,-1.325678,447002,167495,SU470674,"","West Berkshire","Newbury Central",E06000037,E05012141,England,E99999999,"Newbury",2016-01-01,,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 019C","Urban city and town",South East,81,,E01016347,,E02003385,"Newbury Central & Greenham",E04001207,E00082570,E14000830,17784,1,0,2021-09-22,"Newbury",0.79046,RG,RG14,"Thames Valley","Thames Water",9C3WCM3F+RP,54600,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 1DN,Yes,51.402312,-1.324072,447116,167248,SU471672,"","West Berkshire","Newbury Central",E06000037,E05012141,England,E99999999,"Newbury",1995-07-01,,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 019C","Urban city and town",South East,79,,E01016347,,E02003385,"Newbury Central & Greenham",E04001207,E00082570,E14000830,17784,1,1,2021-09-22,"Newbury",0.524809,RG,RG14,"Thames Valley","Thames Water",9C3WCM2G+W9,54600,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 1DP,Yes,51.403848,-1.323690,447141,167419,SU471674,"","West Berkshire","Newbury Central",E06000037,E05012141,England,E99999999,"Newbury",2011-08-01,,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 019C","Urban city and town",South East,77,,E01016347,,E02003385,"Newbury Central & Greenham",E04001207,E00082570,E14000830,17784,1,0,2021-09-22,"Newbury",0.691126,RG,RG14,"Thames Valley","Thames Water",9C3WCM3G+GG,54600,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
RG14 1DQ,Yes,51.403824,-1.324279,447100,167416,SU471674,"","West Berkshire","Newbury Central",E06000037,E05012141,England,E99999999,"Newbury",1995-12-01,,"Newbury","",,,"Newbury/Thatcham","Newbury","West Berkshire 019C","Urban city and town",South East,78,,E01016347,,E02003385,"Newbury Central & Greenham",E04001207,E00082570,E14000830,17784,1,0,2021-09-22,"Newbury",0.693071,RG,RG14,"Thames Valley","Thames Water",9C3WCM3G+G7,54600,"","Newbury","Berkshire, Buckinghamshire and Oxfordshire","Berkshire"
